Ticker,MS(0),ROIC(0),MS(5),ROIC(5),MS(10),ROIC(10)
THC,0.92,0.05,0.92,0.05,0.92,0.05
TNC,2.69,0.22,2.27,0.18,2.01,0.16
TEN,1.18,0.16,1.06,0.14,0.98,0.13
TDC,2.22,0.23,1.88,0.19,1.66,0.17
TER,1.55,0.25,1.17,0.19,0.98,0.16
TEX,0.79,0.07,0.79,0.07,0.79,0.07
TNH,6.11,0.95,6.11,0.95,6.11,0.95
TRNO,1.18,0.02,1.18,0.02,1.18,0.02
TSO,0.93,0.11,0.93,0.11,0.93,0.11
TLLP,1.52,0.08,1.52,0.08,1.52,0.08
TTI,0.73,0.07,0.73,0.07,0.73,0.07
TPL,39.88,1.64,39.88,1.64,39.88,1.64
TXT,1.1,0.07,1.1,0.07,1.1,0.07
TXTR,4.17,0.27,3.18,0.2,2.69,0.17
AES,0.78,0.07,0.78,0.07,0.78,0.07
BX,0.89,0.12,0.89,0.12,0.89,0.12
SCHW,0.27,0.01,0.27,0.01,0.27,0.01
CEB,2.44,0.08,2.44,0.08,2.44,0.08
THG,0.31,0.03,0.31,0.03,0.31,0.03
RUBI,2.17,0.19,1.83,0.15,1.62,0.13
TRV,0.39,0.05,0.39,0.05,0.39,0.05
TMO,1.53,0.07,1.47,0.07,1.44,0.07
THR,1.89,0.15,1.89,0.15,1.89,0.15
TPRE,0.6,0.03,0.6,0.03,0.6,0.03
TC,0.43,0.08,0.43,0.08,0.43,0.08
THO,2.25,0.19,2.25,0.19,2.25,0.19
TDW,0.56,0.09,0.56,0.09,0.56,0.09
TIF,2.37,0.18,2.37,0.18,2.37,0.18
TLYS,1.61,0.09,1.61,0.09,1.61,0.09
TIME,0.65,0.08,0.65,0.08,0.65,0.08
TWC,1.39,0.1,1.39,0.1,1.39,0.1
TWX,1.47,0.09,1.47,0.09,1.47,0.09
TKR,1.36,0.06,1.36,0.06,1.36,0.06
TWI,0.69,0.07,0.68,0.06,0.67,0.06
TJX,4.17,0.33,4.17,0.33,4.17,0.33
TMUS,0.82,0.03,0.82,0.03,0.82,0.03
TOL,1.16,0.06,1.16,0.06,1.16,0.06
TR,2.13,0.09,2.13,0.09,2.13,0.09
TMK,0.42,0.04,0.42,0.04,0.42,0.04
TTC,3.22,0.22,3.22,0.22,3.22,0.22
TSS,2.29,0.12,2.29,0.12,2.29,0.12
TOWR,0.9,0.06,0.9,0.06,0.9,0.06
TSQ,0.83,0.08,0.83,0.08,0.83,0.08
TSLX,0.75,0.08,0.75,0.08,0.75,0.08
TCI,0.76,0.01,0.76,0.01,0.76,0.01
TDG,2.75,0.14,2.75,0.14,2.75,0.14
TLP,1.26,0.06,1.26,0.06,1.26,0.06
RIG,0.56,0.14,0.56,0.14,0.56,0.14
TA,0.87,0.08,0.87,0.08,0.87,0.08
TVPT,1.55,0.05,1.55,0.05,1.55,0.05
TRR,0.73,0.07,0.73,0.07,0.73,0.07
TREC,1.52,0.15,1.52,0.15,1.52,0.15
TG,1.03,0.08,0.99,0.07,0.95,0.07
THS,1.29,0.06,1.29,0.06,1.29,0.06
TRMR,0.81,0.22,0.66,0.18,0.58,0.16
TREX,8.27,0.31,8.27,0.31,8.27,0.31
TPH,1.21,0.09,1.21,0.09,1.21,0.09
TCC,1.3,0.07,1.3,0.07,1.3,0.07
TRCO,2.38,0.37,2.38,0.37,2.38,0.37
TNET,1.28,0.07,1.25,0.07,1.22,0.07
TRN,0.91,0.15,0.91,0.15,0.91,0.15
TSE,0.99,0.05,0.99,0.05,0.99,0.05
GTS,0.27,0.04,0.27,0.04,0.27,0.04
TGI,0.74,0.09,0.74,0.09,0.74,0.09
TROX,0.96,0.01,0.96,0.01,0.96,0.01
TBI,1.34,0.09,1.34,0.09,1.34,0.09
TRUP,2.44,0.35,2.04,0.28,1.82,0.24
TRW,1.21,0.12,1.21,0.12,1.21,0.12
TUMI,3.0,0.18,3.0,0.18,3.0,0.18
TUP,2.33,0.2,2.33,0.2,2.33,0.2
TPC,0.52,0.07,0.52,0.07,0.52,0.07
TWTR,6.32,0.27,4.97,0.2,4.29,0.17
TWO,0.25,0.01,0.25,0.01,0.25,0.01
TYC,1.63,0.08,1.63,0.08,1.63,0.08
TYL,7.65,0.24,6.81,0.21,6.26,0.19
TSN,0.98,0.09,0.98,0.09,0.98,0.09
USPH,2.57,0.19,2.57,0.19,2.57,0.19
SLCA,1.89,0.17,1.89,0.17,1.89,0.17
UCP,0.55,0.03,0.55,0.03,0.55,0.03
UGI,0.98,0.1,0.98,0.1,0.98,0.1
UIL,0.91,0.05,0.91,0.05,0.91,0.05
UPL,1.36,0.16,1.36,0.16,1.36,0.16
UMH,1.09,0.02,1.09,0.02,1.09,0.02
UA,8.51,0.19,8.51,0.19,8.51,0.19
UFI,1.67,0.07,1.67,0.07,1.67,0.07
UNF,1.59,0.14,1.59,0.14,1.59,0.14
UNP,2.01,0.17,2.01,0.17,2.01,0.17
UIS,0.56,0.11,0.51,0.1,0.47,0.1
UNT,0.53,0.1,0.53,0.1,0.53,0.1
UAL,0.98,0.08,0.98,0.08,0.98,0.08
UDR,1.8,0.02,1.8,0.02,1.8,0.02
UPS,2.79,0.14,2.79,0.14,2.79,0.14
URI,1.42,0.12,1.42,0.12,1.42,0.12
USM,0.67,0.03,0.67,0.03,0.67,0.03
X,0.6,0.05,0.6,0.05,0.6,0.05
UTX,1.37,0.14,1.27,0.13,1.19,0.12
UNH,1.5,0.12,1.5,0.12,1.5,0.12
UTL,0.85,0.06,0.85,0.06,0.85,0.06
UAM,0.45,0.05,0.45,0.05,0.45,0.05
UVV,0.68,0.07,0.68,0.07,0.68,0.07
UHT,2.15,0.05,2.15,0.05,2.15,0.05
UHS,1.7,0.12,1.7,0.12,1.7,0.12
UVE,1.1,0.14,1.1,0.14,1.1,0.14
UTI,0.81,0.04,0.81,0.04,0.81,0.04
UNM,0.18,0.02,0.18,0.02,0.18,0.02
UBA,1.18,0.05,1.18,0.05,1.18,0.05
USAC,1.08,0.03,1.08,0.03,1.08,0.03
USNA,4.45,0.33,4.45,0.33,4.45,0.33
USG,1.59,0.05,1.59,0.05,1.59,0.05
VFC,3.27,0.14,3.27,0.14,3.27,0.14
EGY,0.59,0.44,0.59,0.44,0.59,0.44
MTN,1.85,0.23,1.85,0.23,1.85,0.23
VRX,3.16,0.08,3.1,0.08,3.05,0.08
VLO,0.81,0.13,0.81,0.13,0.81,0.13
VLP,4.79,0.11,4.79,0.11,4.79,0.11
VHI,1.09,0.06,1.09,0.06,1.09,0.06
VR,0.44,0.05,0.44,0.05,0.44,0.05
VMI,1.39,0.13,1.39,0.13,1.39,0.13
VAL,2.09,0.19,1.9,0.17,1.77,0.16
VNTV,1.41,0.05,1.41,0.05,1.41,0.05
VAR,2.95,0.23,2.48,0.2,2.2,0.17
VGR,2.35,0.14,2.35,0.14,2.35,0.14
VVC,1.04,0.06,1.04,0.06,1.04,0.06
VEEV,6.46,0.23,5.57,0.19,5.04,0.17
VTR,1.64,0.04,1.64,0.04,1.64,0.04
PAY,1.94,0.1,1.6,0.09,1.4,0.08
VZ,1.37,0.11,1.37,0.11,1.37,0.11
VRS,1.64,0.21,1.64,0.21,1.64,0.21
VVI,0.95,0.09,0.95,0.09,0.95,0.09
VNCE,2.02,0.18,2.02,0.18,2.02,0.18
VMEM,1.86,1.0,1.12,0.53,0.86,0.39
V,4.26,0.21,4.26,0.21,4.26,0.21
VSH,0.71,0.06,0.71,0.06,0.71,0.06
VPG,0.8,0.05,0.8,0.05,0.8,0.05
VC,1.05,0.06,1.05,0.06,1.05,0.06
VSI,1.85,0.14,1.85,0.14,1.85,0.14
VMW,2.49,0.16,2.04,0.13,1.78,0.11
VOC,1.04,0.01,1.04,0.01,1.04,0.01
VCRA,1.87,0.28,1.45,0.22,1.23,0.19
VG,1.74,0.08,1.74,0.08,1.74,0.08
VNO,1.46,0.04,1.45,0.04,1.43,0.04
VOYA,0.09,0.01,0.09,0.01,0.09,0.01
VMC,1.61,0.07,1.61,0.07,1.61,0.07
WTI,0.67,0.05,0.67,0.05,0.67,0.05
WPC,1.28,0.03,1.28,0.03,1.28,0.03
WRB,0.4,0.04,0.4,0.04,0.4,0.04
GRA,2.22,0.13,2.11,0.12,2.03,0.12
GWW,3.25,0.25,3.25,0.25,3.25,0.25
WNC,1.38,0.13,1.38,0.13,1.38,0.13
WBC,3.21,0.19,2.78,0.17,2.51,0.15
WDR,2.9,0.33,2.9,0.33,2.9,0.33
WAGE,2.41,0.08,2.22,0.08,2.09,0.07
WMT,1.5,0.13,1.5,0.13,1.5,0.13
DIS,2.34,0.14,2.34,0.14,2.34,0.14
WLT,0.59,0.06,0.59,0.06,0.59,0.06
WAC,0.13,0.01,0.13,0.01,0.13,0.01
WRE,1.42,0.03,1.42,0.03,1.42,0.03
WCN,1.47,0.09,1.47,0.09,1.47,0.09
WM,1.56,0.1,1.56,0.1,1.56,0.1
WAT,2.97,0.17,2.75,0.15,2.6,0.15
WSO,2.41,0.16,2.41,0.16,2.41,0.16
WTS,1.27,0.06,1.27,0.06,1.27,0.06
WPP,1.43,0.03,1.43,0.03,1.43,0.03
WCIC,1.11,0.05,1.11,0.05,1.11,0.05
WFT,0.94,0.03,0.91,0.03,0.88,0.03
WTW,1.91,0.18,1.91,0.18,1.91,0.18
WRI,1.61,0.05,1.61,0.05,1.61,0.05
WMK,1.07,0.07,1.07,0.07,1.07,0.07
WCG,0.99,0.04,0.99,0.04,0.99,0.04
WAIR,1.08,0.08,1.08,0.08,1.08,0.08
WCC,0.95,0.1,0.95,0.1,0.95,0.1
WST,2.61,0.13,2.45,0.12,2.34,0.12
WR,0.85,0.06,0.85,0.06,0.85,0.06
WMC,0.95,0.0,0.95,0.0,0.95,0.0
WGP,2.45,0.08,2.45,0.08,2.45,0.08
WES,1.84,0.08,1.84,0.08,1.84,0.08
WNRL,4.52,0.27,4.52,0.27,4.52,0.27
WNR,1.06,0.19,1.06,0.19,1.06,0.19
WU,1.44,0.12,1.44,0.12,1.44,0.12
WAB,2.97,0.19,2.84,0.18,2.74,0.17
WLK,2.14,0.24,2.14,0.24,2.14,0.24
WHG,3.79,0.34,3.79,0.34,3.79,0.34
WEX,1.37,0.08,1.37,0.08,1.37,0.08
WY,1.62,0.09,1.61,0.09,1.6,0.09
WGL,0.82,0.06,0.82,0.06,0.82,0.06
WHR,0.99,0.07,0.99,0.07,0.99,0.07
WTM,0.48,0.03,0.48,0.03,0.48,0.03
WSR,1.19,0.03,1.19,0.03,1.19,0.03
WWAV,2.81,0.08,2.81,0.08,2.81,0.08
WLL,0.92,0.14,0.92,0.14,0.92,0.14
WHZ,1.95,0.01,1.95,0.01,1.95,0.01
WG,0.64,0.05,0.64,0.05,0.64,0.05
WMB,1.2,0.04,1.2,0.04,1.2,0.04
WPZ,1.59,0.05,1.59,0.05,1.59,0.05
WSM,3.06,0.21,3.06,0.21,3.06,0.21
WSH,0.71,0.04,0.71,0.04,0.71,0.04
WGO,1.66,0.17,1.66,0.17,1.66,0.17
FUR,1.04,0.02,1.04,0.02,1.04,0.02
WEC,1.09,0.08,1.09,0.08,1.09,0.08
WWW,1.76,0.09,1.76,0.09,1.76,0.09
WDAY,7.28,0.24,5.72,0.18,4.93,0.16
INT,0.98,0.05,0.98,0.05,0.98,0.05
WPT,3.37,0.18,3.37,0.18,3.37,0.18
WWE,2.89,0.11,2.89,0.11,2.89,0.11
WOR,1.12,0.07,1.12,0.07,1.12,0.07
WPG,1.48,0.05,1.48,0.05,1.48,0.05
WPX,0.56,0.08,0.56,0.08,0.56,0.08
WYN,1.64,0.1,1.64,0.1,1.64,0.1
XEL,0.82,0.06,0.82,0.06,0.82,0.06
XRM,1.27,0.11,1.22,0.11,1.18,0.1
XRX,0.74,0.06,0.7,0.06,0.66,0.06
XL,0.29,0.03,0.29,0.03,0.29,0.03
XOXO,2.36,0.24,1.59,0.16,1.26,0.13
XPO,1.45,0.03,1.45,0.03,1.45,0.03
XYL,1.62,0.12,1.52,0.11,1.45,0.1
YELP,6.07,0.15,5.01,0.12,4.44,0.11
YUM,4.9,0.19,4.9,0.19,4.9,0.19
YUME,1.12,0.13,1.03,0.12,0.97,0.11
ZFC,0.36,0.03,0.36,0.03,0.36,0.03
ZEN,9.46,0.56,7.04,0.4,5.9,0.33
ZEP,1.19,0.06,1.19,0.06,1.19,0.06
ZMH,2.2,0.13,2.07,0.12,1.97,0.11
ZOES,3.61,0.06,3.61,0.06,3.61,0.06
ZTS,4.11,0.21,3.48,0.17,3.08,0.15
